user_id,name,age,learning_style_Problem-Solving,learning_style_Text-based,learning_style_Visual,learning_style_string,study_preference_Solo,study_preference_string,study_level_Beginner,study_level_Intermediate,study_level_string,Algorithms,Artificial Intelligence,Augmented Reality,Big Data,Bioinformatics,Blockchains,Cloud Computing,Compiler Design,Computer Architecture,Computer Networks,Computer Vision,Cryptography,Cybersecurity,Data Mining,Data Structures,Database Management,Deep Learning,Digital Logic,Distributed Systems,Embedded Systems,Ethical Hacking,Game Development,Graph Theory,Human-Computer Interaction,Image Processing,Internet of Things,Linear Algebra,Machine Learning,Mathematics for CS,Mobile Computing,Natural Language Processing,Network Security,Neural Networks,Operating System Internals,Operating Systems,Optimization Techniques,Parallel Computing,Pattern Recognition,Physics for CS,Probability & Statistics,Programming Languages,Quantum Computing,Reinforcement Learning,Signal Processing,Software Engineering,Software Testing,Speech Recognition,Theory of Computation,Virtual Reality,Web Development,Wireless Networks,string,recommendations
72,Mrs. Barbara Johnson,0.7333333333333333,False,True,False,False,True,False,False,True,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[(400, 0.8798785929976561), (284, 0.6843445900515416), (345, 0.6592948553245367)]"
73,Heather Valentine,0.7,False,False,True,False,True,False,False,True,False,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(252, 0.752107405125758), (193, 0.6846720584881204), (110, 0.6541646300458704)]"
74,Bradley Shaffer,0.8666666666666667,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"[(123, 0.5677711009670048), (61, 0.5559492708052055), (102, 0.5313107436283762)]"
75,Erika Fry,0.7333333333333333,False,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(196, 0.7272400929910134), (313, 0.6989941374542947), (452, 0.6910706491208404)]"
76,Gina Hunt,0.8333333333333334,False,False,True,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(83, 0.8193781967145239), (214, 0.765073293730006), (328, 0.7328442555382415)]"
77,Megan Williams,0.9666666666666668,False,False,False,False,True,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[(71, 0.7561403062636839), (348, 0.7447530081472957), (169, 0.6842047033804624)]"
78,Jenna Frazier,0.9666666666666668,False,True,False,False,True,False,False,True,False,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"[(285, 0.7119530618577283), (264, 0.6936907506724178), (321, 0.6851536184668867)]"
79,Samantha Bush,0.6666666666666666,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(363, 0.7601989525986736), (236, 0.7086686280738322), (166, 0.6837676307411924)]"
80,Isabel Richards,0.7333333333333333,True,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"[(410, 0.7399845916795069), (337, 0.7200594757495763), (139, 0.7185527321524704)]"
81,Caitlin Berg,0.9,True,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"[(343, 0.5657122097947463), (390, 0.5657122097947463), (313, 0.5385978712560064)]"
82,Jeffrey Scott,1.0,True,False,False,False,True,False,False,True,False,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[(110, 0.7), (97, 0.6989614741727974), (388, 0.6989614741727974)]"
83,Joseph Wilson,0.9666666666666668,False,False,True,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(76, 0.8193781967145239), (12, 0.7675597709689678), (4, 0.7444834540942892)]"
84,Stephanie Garrett,0.7,False,False,True,False,True,False,True,False,False,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(36, 0.9094177319048524), (15, 0.8109420481432695), (339, 0.7904194508769076)]"
85,Laura Thompson,1.0,False,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(326, 0.5876989235508308), (148, 0.5850542180142079), (44, 0.558818960362342)]"
86,Emma Branch,0.7,False,False,True,False,True,False,False,True,False,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"[(135, 0.7936701445308431), (297, 0.7647996879741461), (332, 0.7186708336509203)]"
87,Casey Stevenson,0.8666666666666667,True,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,"[(114, 0.6107216154062117), (89, 0.6045745076159167), (243, 0.5657890872012311)]"
88,Haley Parker,0.9,False,False,False,False,True,False,False,True,False,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(480, 0.6811395996652849), (483, 0.6636874753704163), (71, 0.6615323022673003)]"
89,Tyler Durham,0.9666666666666668,True,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(286, 0.7985576665374085), (375, 0.7457107897779927), (21, 0.7417979490912168)]"
90,Angela Cox,0.8666666666666667,True,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(292, 0.5613211745244225), (337, 0.5393498755999718), (456, 0.5372609050053988)]"
91,Miranda Blanchard,0.9666666666666668,False,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[(224, 0.6859205218600526), (287, 0.6641897702816578), (75, 0.6536501885295507)]"
92,Krista Davis,0.8666666666666667,False,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"[(174, 0.7520158288383512), (219, 0.6976772007783572), (234, 0.6866792536826798)]"
93,Stephen Lee,0.8333333333333334,False,False,False,False,True,False,False,True,False,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"[(60, 0.697057278163973), (422, 0.6962834103091234), (388, 0.6934742312235165)]"
94,Angela Howe,0.7666666666666666,False,False,True,False,False,False,True,False,False,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(446, 0.8519852674792441), (320, 0.8122776818483199), (215, 0.8100245301222062)]"
95,Jordan Daniels,0.6666666666666666,False,False,True,False,True,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(386, 0.7955400095211341), (100, 0.7207923932611207), (379, 0.6917144638660746)]"
96,Aaron Hernandez,0.6333333333333333,False,False,True,False,True,False,False,False,False,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(111, 0.6796470985783603), (100, 0.6182899451366893), (273, 0.5911703691195255)]"
97,Blake Chang,0.9666666666666668,True,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[(150, 0.7265708848597464), (298, 0.722022883555345), (237, 0.7169300405848122)]"
98,Michelle Swanson,0.9,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"[(274, 0.5880458693667857), (145, 0.5488891201619857), (188, 0.5367858259905892)]"
99,Erin Ward,0.7666666666666666,True,False,False,False,True,False,False,True,False,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[(181, 0.7543123517392738), (318, 0.7525293221781978), (317, 0.7405383823394618)]"
100,Kari Hamilton,0.6333333333333333,False,False,True,False,True,False,True,False,False,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(398, 0.7872716902927267), (479, 0.7662156506068573), (386, 0.7507986863721423)]"
101,Sarah Wood,0.6,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(130, 0.776271891374041), (350, 0.709412570288236), (177, 0.7023681728319399)]"
102,Michele Mack,0.7333333333333333,False,False,True,False,True,False,False,True,False,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[(5, 0.7200594757495763), (480, 0.7084382596772977), (325, 0.6864506215352529)]"
103,Daniel Sutton,0.9333333333333332,True,False,False,False,True,False,False,True,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(453, 0.7608844962806738), (233, 0.7522400133977997), (254, 0.7191638135046114)]"
104,Jacqueline Douglas,0.6,True,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[(500, 0.7299808118793994), (28, 0.6852575757955871), (141, 0.6520210383632105)]"
105,Alejandro Hall,0.8333333333333334,True,False,False,False,True,False,False,True,False,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(266, 0.7220682794659508), (207, 0.7148973555979382), (385, 0.7128345789138434)]"
106,Benjamin Huang,1.0,False,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[(238, 0.561293628518233), (150, 0.5176434466845553), (225, 0.5002205665740083)]"
107,Gerald Warren,0.9,False,True,False,False,True,False,False,True,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(197, 0.7157935600064224), (303, 0.6966499127376901), (258, 0.6825041873951879)]"
108,Alex Savage,0.7333333333333333,False,True,False,False,True,False,False,False,False,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"[(336, 0.5416240544376397), (165, 0.5257052650153606), (51, 0.5149282308347399)]"
109,Karina Jenkins,0.6666666666666666,True,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(448, 0.8134151622933631), (465, 0.765073293730006), (414, 0.7637321775371528)]"
110,Sonya Harrington,1.0,False,False,False,False,True,False,False,True,False,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[(82, 0.7), (388, 0.6989614741727974), (136, 0.6674238124719147)]"
111,Paul Perez Jr.,0.6333333333333333,False,False,True,False,True,False,False,True,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(447, 0.7495767590985329), (169, 0.7484580495376745), (333, 0.6864431494422327)]"
112,John Mcmahon,0.7,True,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"[(91, 0.6320401959499972), (496, 0.6004006500527231), (49, 0.5996797437950361)]"
113,April Perry,0.8333333333333334,False,True,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"[(435, 0.8134321956944646), (440, 0.7507547401201009), (213, 0.6942477949765784)]"
114,Michael Patterson,0.9,True,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,"[(87, 0.6107216154062117), (145, 0.5488891201619857), (150, 0.5332431973608025)]"
115,Thomas Rangel,0.7,False,False,False,False,True,False,True,False,False,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(395, 0.8512195702850244), (257, 0.8509162939846783), (212, 0.8444761179895086)]"
116,Christine Palmer,0.7,True,False,False,False,True,False,False,False,False,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[(188, 0.5844962669271226), (149, 0.58326430152718), (291, 0.5798226990776946)]"
117,Anthony Benton,0.7666666666666666,True,False,False,False,False,False,True,False,False,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(488, 0.8362097453098417), (171, 0.8347562229208493), (257, 0.79010938721198)]"
118,Lisa Cook,0.8,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(458, 0.8176420822558969), (374, 0.8136792205187063), (94, 0.7960045768838344)]"
119,Christopher Marshall,0.6666666666666666,False,True,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"[(218, 0.740697116806178), (331, 0.7314241250171498), (447, 0.687902766511359)]"
120,Anthony Eaton,0.9,False,False,True,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(395, 0.8367185662711619), (212, 0.8190956878040134), (328, 0.7351249054145332)]"
121,Pamela Williams,0.7,False,False,False,False,True,False,False,True,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"[(166, 0.7330314481819652), (28, 0.6889727724843804), (290, 0.686904966358133)]"
122,Jonathan Burns,0.8666666666666667,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"[(281, 0.5230282386605934), (478, 0.5135767963528687), (60, 0.5127104826810756)]"
123,Victor Henderson,1.0,False,False,True,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,"[(466, 0.6116002415372973), (74, 0.5677711009670048), (17, 0.5477422268552704)]"
124,Jessica Hatfield,0.9,True,False,False,False,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(42, 0.5655322230267921), (250, 0.49523926293655735), (429, 0.49420101969295893)]"
125,Briana Stokes,0.7333333333333333,False,False,True,False,True,False,False,True,False,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[(484, 0.7107843055097129), (262, 0.6887938594459251), (364, 0.6571684417837227)]"
126,Frank Morris,0.7333333333333333,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,"[(70, 0.694498727377151), (426, 0.6923776279745818), (337, 0.6889039869171149)]"
127,Gloria Quinn,0.9666666666666668,True,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,"[(34, 0.6103023481660748), (136, 0.58405641572049), (99, 0.5760433758330019)]"
128,Lisa Maddox,0.7333333333333333,True,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(479, 0.737986368449052), (327, 0.7372810800728636), (201, 0.7313175584770356)]"
129,Kirsten Meza,0.7666666666666666,False,False,True,False,False,False,True,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(244, 0.8178526238522555), (381, 0.7691474362978646), (379, 0.7406638340759112)]"
130,Danielle Reed,0.8333333333333334,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(101, 0.776271891374041), (350, 0.7197075645185521), (137, 0.7066112490357819)]"
131,Brianna Rowe,0.7333333333333333,True,False,False,False,False,False,True,False,False,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(59, 0.814959574380374), (21, 0.7973399035661494), (488, 0.7663693209565897)]"
132,April Rasmussen,0.8333333333333334,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"[(350, 0.7475176078861693), (335, 0.6849015317286652), (236, 0.6825619262582958)]"
133,Matthew Moss,0.7333333333333333,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"[(438, 0.5908788731921139), (91, 0.5883602125945702), (441, 0.5677374823540653)]"
134,Richard Green,0.6333333333333333,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[(71, 0.7312294008436062), (193, 0.7081345396070984), (235, 0.708065365346297)]"
135,Melissa Martin,1.0,False,False,True,False,True,False,False,True,False,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[(86, 0.7936701445308431), (297, 0.7412493166611013), (332, 0.6995534640097757)]"
136,Larry Powers,1.0,True,False,False,False,True,False,False,True,False,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[(385, 0.7462988847080342), (105, 0.6906538982508373), (408, 0.6678922648669718)]"
137,Thomas Nelson,0.7666666666666666,False,False,True,False,True,False,False,True,False,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"[(376, 0.7079285871959553), (130, 0.7066112490357819), (410, 0.6838347911906147)]"
138,Amber Chen,0.6666666666666666,False,False,True,False,True,False,False,False,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[(363, 0.5984544945989557), (79, 0.5631067961165049), (298, 0.5520688758353379)]"
139,Maureen Lee,0.7333333333333333,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[(410, 0.8138795981514715), (376, 0.755430161757124), (6, 0.7546610023799719)]"
140,Michael Haney,0.9333333333333332,False,False,False,False,True,False,False,True,False,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"[(422, 0.6654126548999729), (139, 0.6564546833889403), (119, 0.6553252205783656)]"
141,Wendy Harris,0.9666666666666668,False,False,False,False,True,False,False,True,False,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"[(102, 0.6863289842111331), (368, 0.6863289842111331), (62, 0.6662338126671004)]"
142,Claudia Villanueva,1.0,False,True,False,False,True,False,False,True,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"[(197, 0.7091420591807439), (179, 0.6977718876749385), (113, 0.6643482831758064)]"
143,Derek Reese,0.8333333333333334,False,False,True,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"[(146, 0.7923366595836632), (310, 0.7716704901292749), (358, 0.7695077291747942)]"
144,Kathleen Williams,0.8333333333333334,True,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(280, 0.8874387860752484), (414, 0.8145230259079992), (4, 0.7419533298535986)]"
