user_id,name,age,study_level,preferred_subjects,strengths,weaknesses,learning_style,study_preference,availability
113,April Perry,25,Intermediate,"['Computer Networks', 'Distributed Systems', 'Web Development', 'Reinforcement Learning', 'Neural Networks', 'Natural Language Processing', 'Digital Logic']","['Natural Language Processing', 'Digital Logic']","['Reinforcement Learning', 'Neural Networks', 'Computer Networks', 'Web Development', 'Distributed Systems']",Text-based,Solo,"['Night', 'Afternoon', 'Night']"
114,Michael Patterson,27,Advanced,"['Signal Processing', 'Probability & Statistics', 'Optimization Techniques', 'Cybersecurity', 'Theory of Computation', 'Software Testing', 'Artificial Intelligence', 'Mobile Computing', 'Parallel Computing', 'Computer Vision', 'Wireless Networks']","['Artificial Intelligence', 'Mobile Computing', 'Probability & Statistics', 'Signal Processing', 'Computer Vision', 'Cybersecurity']","['Parallel Computing', 'Theory of Computation', 'Optimization Techniques', 'Wireless Networks', 'Software Testing']",Problem-Solving,Solo,"['Night', 'Afternoon', 'Morning']"
115,Thomas Rangel,21,Beginner,"['Linear Algebra', 'Cryptography', 'Machine Learning', 'Cybersecurity', 'Computer Networks', 'Compiler Design', 'Artificial Intelligence', 'Probability & Statistics']","['Linear Algebra', 'Probability & Statistics', 'Artificial Intelligence']","['Compiler Design', 'Cryptography', 'Machine Learning', 'Computer Networks', 'Cybersecurity']",Auditory,Solo,"['Evening', 'Afternoon']"
116,Christine Palmer,21,Advanced,"['Artificial Intelligence', 'Algorithms', 'Computer Networks', 'Blockchains', 'Pattern Recognition', 'Cloud Computing', 'Wireless Networks', 'Natural Language Processing', 'Digital Logic', 'Cryptography', 'Internet of Things', 'Parallel Computing']","['Internet of Things', 'Cryptography', 'Parallel Computing', 'Natural Language Processing', 'Blockchains', 'Pattern Recognition', 'Digital Logic']","['Cloud Computing', 'Artificial Intelligence', 'Computer Networks', 'Algorithms', 'Wireless Networks']",Problem-Solving,Solo,"['Afternoon', 'Evening', 'Evening']"
117,Anthony Benton,23,Beginner,"['Operating Systems', 'Artificial Intelligence', 'Compiler Design', 'Cybersecurity', 'Algorithms', 'Computer Networks', 'Probability & Statistics']","['Artificial Intelligence', 'Cybersecurity']","['Probability & Statistics', 'Compiler Design', 'Algorithms', 'Operating Systems', 'Computer Networks']",Problem-Solving,Group,"['Evening', 'Morning', 'Evening']"
118,Lisa Cook,24,Beginner,"['Deep Learning', 'Artificial Intelligence', 'Cryptography', 'Computer Networks', 'Cybersecurity', 'Machine Learning', 'Computer Architecture']","['Cybersecurity', 'Artificial Intelligence']","['Deep Learning', 'Cryptography', 'Machine Learning', 'Computer Architecture', 'Computer Networks']",Auditory,Group,"['Evening', 'Evening', 'Afternoon']"
119,Christopher Marshall,20,Intermediate,"['Cryptography', 'Cybersecurity', 'Computer Vision', 'Computer Networks', 'Internet of Things', 'Linear Algebra', 'Software Engineering', 'Digital Logic', 'Quantum Computing']","['Cybersecurity', 'Computer Networks', 'Quantum Computing']","['Linear Algebra', 'Internet of Things', 'Cryptography', 'Computer Vision', 'Digital Logic', 'Software Engineering']",Text-based,Solo,['Night']
120,Anthony Eaton,27,Beginner,"['Computer Networks', 'Cybersecurity', 'Probability & Statistics', 'Linear Algebra', 'Data Structures', 'Artificial Intelligence']","['Cybersecurity', 'Artificial Intelligence']","['Computer Networks', 'Linear Algebra', 'Probability & Statistics', 'Data Structures']",Visual,Group,['Afternoon']
121,Pamela Williams,21,Intermediate,"['Computer Architecture', 'Operating Systems', 'Digital Logic', 'Artificial Intelligence', 'Data Structures', 'Web Development', 'Probability & Statistics', 'Cybersecurity', 'Database Management', 'Compiler Design']","['Probability & Statistics', 'Digital Logic', 'Data Structures', 'Database Management']","['Compiler Design', 'Computer Architecture', 'Artificial Intelligence', 'Operating Systems', 'Cybersecurity', 'Web Development']",Auditory,Solo,"['Evening', 'Evening']"
122,Jonathan Burns,26,Advanced,"['Augmented Reality', 'Mobile Computing', 'Optimization Techniques', 'Reinforcement Learning', 'Embedded Systems', 'Ethical Hacking', 'Software Testing', 'Distributed Systems', 'Cybersecurity', 'Data Mining', 'Mathematics for CS', 'Operating Systems']","['Augmented Reality', 'Distributed Systems', 'Mobile Computing', 'Mathematics for CS', 'Software Testing', 'Cybersecurity', 'Embedded Systems']","['Ethical Hacking', 'Reinforcement Learning', 'Data Mining', 'Optimization Techniques', 'Operating Systems']",Auditory,Solo,"['Night', 'Evening']"
123,Victor Henderson,30,Advanced,"['Programming Languages', 'Speech Recognition', 'Internet of Things', 'Ethical Hacking', 'Software Testing', 'Optimization Techniques', 'Signal Processing', 'Parallel Computing', 'Game Development', 'Physics for CS', 'Embedded Systems', 'Linear Algebra']","['Speech Recognition', 'Parallel Computing', 'Internet of Things', 'Embedded Systems', 'Programming Languages', 'Signal Processing', 'Linear Algebra']","['Physics for CS', 'Ethical Hacking', 'Game Development', 'Optimization Techniques', 'Software Testing']",Visual,Solo,"['Afternoon', 'Night', 'Evening']"
124,Jessica Hatfield,27,Advanced,"['Parallel Computing', 'Blockchains', 'Human-Computer Interaction', 'Network Security', 'Operating Systems', 'Embedded Systems', 'Deep Learning', 'Physics for CS', 'Digital Logic', 'Quantum Computing', 'Pattern Recognition']","['Pattern Recognition', 'Physics for CS', 'Quantum Computing', 'Network Security', 'Embedded Systems', 'Blockchains']","['Deep Learning', 'Human-Computer Interaction', 'Digital Logic', 'Operating Systems', 'Parallel Computing']",Problem-Solving,Solo,"['Evening', 'Afternoon', 'Night']"
125,Briana Stokes,22,Intermediate,"['Operating Systems', 'Internet of Things', 'Reinforcement Learning', 'Artificial Intelligence', 'Distributed Systems', 'Neural Networks', 'Digital Logic', 'Data Structures', 'Bioinformatics']","['Neural Networks', 'Bioinformatics', 'Reinforcement Learning']","['Data Structures', 'Digital Logic', 'Artificial Intelligence', 'Operating Systems', 'Internet of Things', 'Distributed Systems']",Visual,Solo,"['Evening', 'Night', 'Morning']"
126,Frank Morris,22,Intermediate,"['Reinforcement Learning', 'Probability & Statistics', 'Computer Architecture', 'Neural Networks', 'Quantum Computing', 'Software Engineering']","['Probability & Statistics', 'Computer Architecture']","['Software Engineering', 'Quantum Computing', 'Reinforcement Learning', 'Neural Networks']",Visual,Solo,"['Morning', 'Night']"
127,Gloria Quinn,29,Advanced,"['Speech Recognition', 'Signal Processing', 'Theory of Computation', 'Virtual Reality', 'Reinforcement Learning', 'Deep Learning', 'Linear Algebra', 'Bioinformatics', 'Data Structures', 'Operating System Internals']","['Theory of Computation', 'Speech Recognition', 'Virtual Reality', 'Operating System Internals', 'Bioinformatics', 'Reinforcement Learning']","['Deep Learning', 'Linear Algebra', 'Signal Processing', 'Data Structures']",Problem-Solving,Solo,"['Night', 'Night']"
128,Lisa Maddox,22,Beginner,"['Software Engineering', 'Machine Learning', 'Operating Systems', 'Artificial Intelligence', 'Compiler Design']","['Software Engineering', 'Artificial Intelligence']","['Operating Systems', 'Compiler Design', 'Machine Learning']",Problem-Solving,Group,['Night']
129,Kirsten Meza,23,Beginner,"['Probability & Statistics', 'Computer Architecture', 'Database Management', 'Data Structures', 'Deep Learning']","['Database Management', 'Probability & Statistics']","['Deep Learning', 'Computer Architecture', 'Data Structures']",Visual,Group,"['Night', 'Afternoon', 'Evening']"
130,Danielle Reed,25,Intermediate,"['Machine Learning', 'Neural Networks', 'Compiler Design', 'Cybersecurity', 'Natural Language Processing', 'Computer Vision', 'Cryptography', 'Quantum Computing', 'Data Structures', 'Computer Architecture']","['Compiler Design', 'Cryptography', 'Quantum Computing', 'Neural Networks']","['Machine Learning', 'Natural Language Processing', 'Computer Architecture', 'Data Structures', 'Computer Vision', 'Cybersecurity']",Visual,Solo,"['Night', 'Afternoon']"
131,Brianna Rowe,22,Beginner,"['Linear Algebra', 'Algorithms', 'Computer Architecture', 'Compiler Design', 'Artificial Intelligence', 'Operating Systems']","['Operating Systems', 'Artificial Intelligence']","['Compiler Design', 'Linear Algebra', 'Algorithms', 'Computer Architecture']",Problem-Solving,Group,"['Night', 'Night', 'Morning']"
132,April Rasmussen,25,Intermediate,"['Natural Language Processing', 'Theory of Computation', 'Cybersecurity', 'Software Engineering', 'Distributed Systems', 'Digital Logic', 'Neural Networks', 'Machine Learning', 'Compiler Design']","['Digital Logic', 'Machine Learning', 'Theory of Computation']","['Compiler Design', 'Natural Language Processing', 'Neural Networks', 'Software Engineering', 'Cybersecurity', 'Distributed Systems']",Visual,Solo,['Night']
133,Matthew Moss,22,Advanced,"['Deep Learning', 'Augmented Reality', 'Web Development', 'Probability & Statistics', 'Natural Language Processing', 'Embedded Systems', 'Computer Networks', 'Programming Languages', 'Quantum Computing']","['Programming Languages', 'Augmented Reality', 'Natural Language Processing', 'Embedded Systems', 'Quantum Computing']","['Deep Learning', 'Computer Networks', 'Web Development', 'Probability & Statistics']",Auditory,Solo,['Afternoon']
134,Richard Green,19,Intermediate,"['Web Development', 'Computer Architecture', 'Computer Vision', 'Digital Logic', 'Theory of Computation', 'Ethical Hacking', 'Internet of Things', 'Neural Networks', 'Cloud Computing']","['Digital Logic', 'Computer Vision', 'Theory of Computation']","['Ethical Hacking', 'Computer Architecture', 'Cloud Computing', 'Neural Networks', 'Internet of Things', 'Web Development']",Visual,Solo,['Afternoon']
135,Melissa Martin,30,Intermediate,"['Computer Networks', 'Algorithms', 'Embedded Systems', 'Computer Architecture', 'Cloud Computing', 'Database Management', 'Machine Learning', 'Software Engineering', 'Web Development']","['Web Development', 'Algorithms', 'Machine Learning']","['Database Management', 'Computer Architecture', 'Cloud Computing', 'Embedded Systems', 'Computer Networks', 'Software Engineering']",Visual,Solo,"['Night', 'Night']"
136,Larry Powers,30,Intermediate,"['Linear Algebra', 'Algorithms', 'Distributed Systems', 'Bioinformatics', 'Theory of Computation', 'Big Data', 'Deep Learning']","['Linear Algebra', 'Algorithms']","['Bioinformatics', 'Deep Learning', 'Theory of Computation', 'Big Data', 'Distributed Systems']",Problem-Solving,Solo,"['Evening', 'Evening']"
137,Thomas Nelson,23,Intermediate,"['Computer Vision', 'Reinforcement Learning', 'Quantum Computing', 'Web Development', 'Natural Language Processing', 'Compiler Design', 'Artificial Intelligence', 'Cryptography', 'Bioinformatics', 'Cybersecurity']","['Natural Language Processing', 'Cryptography', 'Web Development', 'Computer Vision']","['Bioinformatics', 'Reinforcement Learning', 'Compiler Design', 'Quantum Computing', 'Artificial Intelligence', 'Cybersecurity']",Visual,Solo,"['Afternoon', 'Afternoon']"
138,Amber Chen,20,Advanced,"['Game Development', 'Compiler Design', 'Blockchains', 'Machine Learning', 'Embedded Systems', 'Quantum Computing', 'Linear Algebra', 'Natural Language Processing', 'Theory of Computation']","['Linear Algebra', 'Natural Language Processing', 'Game Development', 'Embedded Systems', 'Quantum Computing']","['Blockchains', 'Compiler Design', 'Machine Learning', 'Theory of Computation']",Visual,Solo,['Morning']
139,Maureen Lee,22,Intermediate,"['Compiler Design', 'Cryptography', 'Theory of Computation', 'Computer Vision', 'Reinforcement Learning', 'Internet of Things']","['Computer Vision', 'Cryptography']","['Theory of Computation', 'Internet of Things', 'Compiler Design', 'Reinforcement Learning']",Visual,Solo,"['Morning', 'Afternoon', 'Evening']"
140,Michael Haney,28,Intermediate,"['Internet of Things', 'Quantum Computing', 'Cloud Computing', 'Computer Vision', 'Software Engineering', 'Cybersecurity', 'Theory of Computation', 'Compiler Design']","['Theory of Computation', 'Compiler Design', 'Cybersecurity']","['Internet of Things', 'Quantum Computing', 'Computer Vision', 'Cloud Computing', 'Software Engineering']",Auditory,Solo,"['Evening', 'Night', 'Night']"
141,Wendy Harris,29,Intermediate,"['Big Data', 'Embedded Systems', 'Software Engineering', 'Data Structures', 'Bioinformatics', 'Theory of Computation', 'Computer Vision', 'Operating Systems']","['Software Engineering', 'Computer Vision', 'Theory of Computation']","['Bioinformatics', 'Data Structures', 'Big Data', 'Embedded Systems', 'Operating Systems']",Auditory,Solo,"['Night', 'Evening']"
142,Claudia Villanueva,30,Intermediate,"['Reinforcement Learning', 'Data Structures', 'Digital Logic', 'Probability & Statistics', 'Internet of Things', 'Web Development', 'Artificial Intelligence', 'Deep Learning', 'Natural Language Processing']","['Reinforcement Learning', 'Data Structures', 'Internet of Things']","['Probability & Statistics', 'Deep Learning', 'Natural Language Processing', 'Digital Logic', 'Artificial Intelligence', 'Web Development']",Text-based,Solo,"['Night', 'Night']"
143,Derek Reese,25,Beginner,"['Deep Learning', 'Operating Systems', 'Cryptography', 'Software Engineering', 'Probability & Statistics', 'Algorithms', 'Linear Algebra']","['Linear Algebra', 'Software Engineering']","['Probability & Statistics', 'Deep Learning', 'Cryptography', 'Algorithms', 'Operating Systems']",Visual,Group,"['Evening', 'Evening', 'Evening']"
144,Kathleen Williams,25,Beginner,"['Algorithms', 'Database Management', 'Computer Architecture', 'Data Structures', 'Computer Networks']","['Algorithms', 'Computer Networks']","['Database Management', 'Computer Architecture', 'Data Structures']",Problem-Solving,Group,"['Night', 'Afternoon', 'Night']"
145,Brian Rivers,30,Advanced,"['Parallel Computing', 'Software Engineering', 'Optimization Techniques', 'Mobile Computing', 'Computer Networks', 'Linear Algebra', 'Speech Recognition', 'Software Testing', 'Pattern Recognition', 'Cybersecurity', 'Cryptography', 'Reinforcement Learning']","['Mobile Computing', 'Software Testing', 'Cryptography', 'Pattern Recognition', 'Reinforcement Learning', 'Linear Algebra', 'Parallel Computing']","['Speech Recognition', 'Computer Networks', 'Optimization Techniques', 'Software Engineering', 'Cybersecurity']",Problem-Solving,Solo,"['Afternoon', 'Evening']"
146,Marissa Kelly,23,Beginner,"['Probability & Statistics', 'Cybersecurity', 'Linear Algebra', 'Algorithms', 'Operating Systems', 'Data Structures', 'Cryptography']","['Cryptography', 'Data Structures']","['Linear Algebra', 'Probability & Statistics', 'Algorithms', 'Operating Systems', 'Cybersecurity']",Visual,Group,['Night']
147,William Roman,30,Beginner,"['Data Structures', 'Artificial Intelligence', 'Linear Algebra', 'Deep Learning', 'Database Management']","['Deep Learning', 'Artificial Intelligence']","['Database Management', 'Linear Algebra', 'Data Structures']",Problem-Solving,Group,['Evening']
148,Michael Cooper,23,Advanced,"['Cryptography', 'Big Data', 'Mobile Computing', 'Operating System Internals', 'Distributed Systems', 'Image Processing', 'Internet of Things', 'Compiler Design', 'Linear Algebra', 'Cybersecurity']","['Cybersecurity', 'Distributed Systems', 'Compiler Design', 'Internet of Things', 'Image Processing', 'Operating System Internals']","['Cryptography', 'Linear Algebra', 'Mobile Computing', 'Big Data']",Visual,Solo,"['Evening', 'Evening', 'Night']"
149,Antonio Harris,27,Intermediate,"['Artificial Intelligence', 'Internet of Things', 'Embedded Systems', 'Deep Learning', 'Computer Networks', 'Cloud Computing', 'Quantum Computing', 'Algorithms']","['Artificial Intelligence', 'Quantum Computing', 'Computer Networks']","['Deep Learning', 'Cloud Computing', 'Embedded Systems', 'Algorithms', 'Internet of Things']",Problem-Solving,Solo,['Night']
150,Alicia Johnson,27,Intermediate,"['Theory of Computation', 'Computer Vision', 'Cybersecurity', 'Artificial Intelligence', 'Neural Networks', 'Compiler Design', 'Machine Learning', 'Database Management']","['Theory of Computation', 'Machine Learning', 'Artificial Intelligence']","['Database Management', 'Compiler Design', 'Computer Vision', 'Neural Networks', 'Cybersecurity']",Problem-Solving,Solo,['Morning']
151,Herbert Odonnell,24,Beginner,"['Cybersecurity', 'Compiler Design', 'Operating Systems', 'Probability & Statistics', 'Data Structures', 'Computer Architecture', 'Cryptography']","['Cryptography', 'Data Structures']","['Probability & Statistics', 'Compiler Design', 'Computer Architecture', 'Operating Systems', 'Cybersecurity']",Problem-Solving,Solo,"['Afternoon', 'Afternoon']"
152,Henry Parker,22,Beginner,"['Compiler Design', 'Artificial Intelligence', 'Algorithms', 'Deep Learning', 'Computer Architecture']","['Deep Learning', 'Artificial Intelligence']","['Compiler Design', 'Algorithms', 'Computer Architecture']",Visual,Group,['Afternoon']
153,Emily Hahn,28,Beginner,"['Deep Learning', 'Computer Architecture', 'Operating Systems', 'Computer Networks', 'Cybersecurity']","['Cybersecurity', 'Computer Architecture']","['Operating Systems', 'Deep Learning', 'Computer Networks']",Visual,Group,['Morning']
154,Mrs. Joanna Richardson,22,Intermediate,"['Cybersecurity', 'Computer Vision', 'Theory of Computation', 'Computer Architecture', 'Ethical Hacking', 'Cloud Computing', 'Digital Logic', 'Deep Learning', 'Probability & Statistics']","['Probability & Statistics', 'Theory of Computation', 'Digital Logic']","['Ethical Hacking', 'Deep Learning', 'Computer Architecture', 'Computer Vision', 'Cloud Computing', 'Cybersecurity']",Text-based,Solo,"['Night', 'Evening', 'Night']"
155,Jose Kirk,30,Beginner,"['Computer Architecture', 'Software Engineering', 'Computer Networks', 'Linear Algebra', 'Database Management']","['Computer Networks', 'Software Engineering']","['Database Management', 'Linear Algebra', 'Computer Architecture']",Text-based,Group,"['Night', 'Night']"
156,Alyssa Moss,24,Intermediate,"['Bioinformatics', 'Database Management', 'Neural Networks', 'Cloud Computing', 'Linear Algebra', 'Computer Architecture', 'Big Data', 'Web Development']","['Linear Algebra', 'Web Development', 'Database Management']","['Bioinformatics', 'Computer Architecture', 'Cloud Computing', 'Big Data', 'Neural Networks']",Auditory,Solo,"['Night', 'Evening']"
157,Mark Foster,19,Beginner,"['Machine Learning', 'Linear Algebra', 'Cybersecurity', 'Computer Networks', 'Deep Learning', 'Data Structures']","['Data Structures', 'Deep Learning']","['Computer Networks', 'Linear Algebra', 'Machine Learning', 'Cybersecurity']",Auditory,Group,['Afternoon']
158,Debra Moran,18,Intermediate,"['Quantum Computing', 'Artificial Intelligence', 'Big Data', 'Deep Learning', 'Internet of Things', 'Linear Algebra', 'Algorithms', 'Probability & Statistics', 'Ethical Hacking']","['Quantum Computing', 'Artificial Intelligence', 'Deep Learning']","['Linear Algebra', 'Ethical Hacking', 'Probability & Statistics', 'Big Data', 'Algorithms', 'Internet of Things']",Visual,Solo,"['Evening', 'Evening', 'Evening']"
159,Heidi Chavez,29,Intermediate,"['Cryptography', 'Cybersecurity', 'Software Engineering', 'Neural Networks', 'Web Development', 'Embedded Systems', 'Operating Systems']","['Operating Systems', 'Neural Networks']","['Cryptography', 'Embedded Systems', 'Software Engineering', 'Cybersecurity', 'Web Development']",Auditory,Solo,"['Evening', 'Night', 'Afternoon']"
160,Jordan Garcia,28,Advanced,"['Internet of Things', 'Mobile Computing', 'Ethical Hacking', 'Database Management', 'Artificial Intelligence', 'Speech Recognition', 'Digital Logic', 'Computer Vision', 'Bioinformatics', 'Natural Language Processing', 'Big Data', 'Image Processing']","['Image Processing', 'Mobile Computing', 'Digital Logic', 'Computer Vision', 'Database Management', 'Ethical Hacking', 'Bioinformatics']","['Natural Language Processing', 'Speech Recognition', 'Artificial Intelligence', 'Big Data', 'Internet of Things']",Auditory,Solo,['Afternoon']
161,Paula Jordan,21,Intermediate,"['Computer Architecture', 'Cybersecurity', 'Cloud Computing', 'Database Management', 'Natural Language Processing', 'Software Engineering', 'Distributed Systems', 'Deep Learning', 'Machine Learning']","['Distributed Systems', 'Deep Learning', 'Cloud Computing']","['Database Management', 'Machine Learning', 'Natural Language Processing', 'Computer Architecture', 'Software Engineering', 'Cybersecurity']",Text-based,Solo,"['Night', 'Afternoon', 'Evening']"
162,Monica Long,18,Intermediate,"['Linear Algebra', 'Natural Language Processing', 'Deep Learning', 'Compiler Design', 'Software Engineering', 'Cybersecurity', 'Artificial Intelligence', 'Reinforcement Learning']","['Linear Algebra', 'Compiler Design', 'Artificial Intelligence']","['Reinforcement Learning', 'Deep Learning', 'Natural Language Processing', 'Software Engineering', 'Cybersecurity']",Visual,Solo,"['Evening', 'Afternoon', 'Night']"
163,Jessica Olson,26,Intermediate,"['Operating Systems', 'Reinforcement Learning', 'Natural Language Processing', 'Probability & Statistics', 'Quantum Computing', 'Computer Networks', 'Compiler Design', 'Computer Architecture', 'Web Development', 'Linear Algebra']","['Computer Networks', 'Computer Architecture', 'Natural Language Processing', 'Operating Systems']","['Linear Algebra', 'Reinforcement Learning', 'Probability & Statistics', 'Compiler Design', 'Quantum Computing', 'Web Development']",Visual,Solo,['Night']
164,Ashley Conley,30,Beginner,"['Database Management', 'Software Engineering', 'Operating Systems', 'Computer Networks', 'Cryptography']","['Operating Systems', 'Computer Networks']","['Database Management', 'Software Engineering', 'Cryptography']",Text-based,Group,"['Afternoon', 'Evening']"
165,Zachary Farley,19,Advanced,"['Compiler Design', 'Speech Recognition', 'Natural Language Processing', 'Network Security', 'Wireless Networks', 'Pattern Recognition', 'Machine Learning', 'Linear Algebra']","['Network Security', 'Machine Learning', 'Wireless Networks', 'Natural Language Processing']","['Compiler Design', 'Pattern Recognition', 'Linear Algebra', 'Speech Recognition']",Text-based,Solo,['Evening']
166,Diana Wood,26,Intermediate,"['Operating Systems', 'Linear Algebra', 'Probability & Statistics', 'Digital Logic', 'Database Management', 'Artificial Intelligence', 'Web Development', 'Machine Learning', 'Embedded Systems', 'Compiler Design']","['Digital Logic', 'Web Development', 'Operating Systems', 'Linear Algebra']","['Probability & Statistics', 'Database Management', 'Compiler Design', 'Machine Learning', 'Artificial Intelligence', 'Embedded Systems']",Problem-Solving,Solo,['Morning']
167,Jason Kirby,18,Intermediate,"['Computer Networks', 'Distributed Systems', 'Operating Systems', 'Computer Vision', 'Artificial Intelligence', 'Machine Learning']","['Computer Networks', 'Distributed Systems']","['Operating Systems', 'Computer Vision', 'Artificial Intelligence', 'Machine Learning']",Auditory,Solo,['Night']
168,Louis Gibbs,23,Intermediate,"['Web Development', 'Deep Learning', 'Digital Logic', 'Computer Networks', 'Compiler Design', 'Ethical Hacking', 'Cloud Computing']","['Deep Learning', 'Web Development']","['Ethical Hacking', 'Compiler Design', 'Digital Logic', 'Cloud Computing', 'Computer Networks']",Visual,Solo,"['Evening', 'Night', 'Evening']"
169,Megan Terry,19,Intermediate,"['Quantum Computing', 'Machine Learning', 'Embedded Systems', 'Data Structures', 'Internet of Things', 'Bioinformatics']","['Embedded Systems', 'Internet of Things']","['Data Structures', 'Bioinformatics', 'Machine Learning', 'Quantum Computing']",Visual,Solo,"['Evening', 'Evening']"
170,Haley Cowan,19,Intermediate,"['Algorithms', 'Reinforcement Learning', 'Neural Networks', 'Software Engineering', 'Compiler Design', 'Cybersecurity', 'Operating Systems', 'Digital Logic', 'Bioinformatics']","['Cybersecurity', 'Bioinformatics', 'Compiler Design']","['Reinforcement Learning', 'Digital Logic', 'Neural Networks', 'Algorithms', 'Operating Systems', 'Software Engineering']",Problem-Solving,Solo,"['Night', 'Night']"
171,Brandon Williams,20,Beginner,"['Linear Algebra', 'Cybersecurity', 'Operating Systems', 'Artificial Intelligence', 'Algorithms', 'Compiler Design', 'Computer Networks']","['Operating Systems', 'Computer Networks']","['Linear Algebra', 'Compiler Design', 'Artificial Intelligence', 'Algorithms', 'Cybersecurity']",Auditory,Group,"['Afternoon', 'Morning']"
172,Daniel Anthony,29,Beginner,"['Operating Systems', 'Cybersecurity', 'Machine Learning', 'Software Engineering', 'Artificial Intelligence', 'Probability & Statistics']","['Probability & Statistics', 'Cybersecurity']","['Operating Systems', 'Software Engineering', 'Artificial Intelligence', 'Machine Learning']",Visual,Group,['Night']
173,Molly Blair,20,Advanced,"['Computer Networks', 'Computer Vision', 'Human-Computer Interaction', 'Augmented Reality', 'Parallel Computing', 'Cybersecurity', 'Network Security', 'Image Processing', 'Graph Theory', 'Speech Recognition', 'Software Engineering', 'Pattern Recognition']","['Speech Recognition', 'Computer Networks', 'Graph Theory', 'Augmented Reality', 'Image Processing', 'Human-Computer Interaction', 'Software Engineering']","['Pattern Recognition', 'Computer Vision', 'Network Security', 'Parallel Computing', 'Cybersecurity']",Text-based,Solo,"['Afternoon', 'Evening', 'Evening']"
174,Anthony Cannon,20,Intermediate,"['Linear Algebra', 'Natural Language Processing', 'Algorithms', 'Software Engineering', 'Computer Vision', 'Cryptography', 'Operating Systems']","['Algorithms', 'Operating Systems']","['Linear Algebra', 'Cryptography', 'Natural Language Processing', 'Computer Vision', 'Software Engineering']",Auditory,Solo,['Night']
175,Stephen Powell,24,Intermediate,"['Distributed Systems', 'Artificial Intelligence', 'Operating Systems', 'Algorithms', 'Cybersecurity', 'Cryptography', 'Theory of Computation', 'Deep Learning', 'Web Development']","['Theory of Computation', 'Web Development', 'Cybersecurity']","['Deep Learning', 'Cryptography', 'Artificial Intelligence', 'Algorithms', 'Operating Systems', 'Distributed Systems']",Visual,Solo,"['Night', 'Morning']"
176,John Deleon,28,Beginner,"['Computer Architecture', 'Data Structures', 'Probability & Statistics', 'Algorithms', 'Deep Learning', 'Machine Learning', 'Cybersecurity', 'Software Engineering']","['Deep Learning', 'Software Engineering', 'Probability & Statistics']","['Machine Learning', 'Computer Architecture', 'Data Structures', 'Algorithms', 'Cybersecurity']",Visual,Solo,['Morning']
177,Nicole Harrison,26,Intermediate,"['Quantum Computing', 'Distributed Systems', 'Linear Algebra', 'Cryptography', 'Computer Architecture', 'Compiler Design', 'Algorithms', 'Computer Vision', 'Artificial Intelligence', 'Neural Networks']","['Computer Vision', 'Artificial Intelligence', 'Algorithms', 'Linear Algebra']","['Compiler Design', 'Cryptography', 'Quantum Computing', 'Computer Architecture', 'Neural Networks', 'Distributed Systems']",Text-based,Solo,"['Morning', 'Evening', 'Night']"
178,Elizabeth Terry,21,Intermediate,"['Probability & Statistics', 'Machine Learning', 'Cloud Computing', 'Reinforcement Learning', 'Data Structures', 'Computer Architecture', 'Ethical Hacking']","['Machine Learning', 'Probability & Statistics']","['Ethical Hacking', 'Reinforcement Learning', 'Computer Architecture', 'Data Structures', 'Cloud Computing']",Problem-Solving,Solo,"['Morning', 'Evening', 'Evening']"
179,Edwin Cole,25,Intermediate,"['Deep Learning', 'Reinforcement Learning', 'Big Data', 'Web Development', 'Bioinformatics', 'Natural Language Processing']","['Natural Language Processing', 'Big Data']","['Web Development', 'Deep Learning', 'Bioinformatics', 'Reinforcement Learning']",Text-based,Solo,['Evening']
180,Shannon Rosario,24,Intermediate,"['Database Management', 'Linear Algebra', 'Cloud Computing', 'Compiler Design', 'Bioinformatics', 'Algorithms', 'Neural Networks', 'Operating Systems', 'Probability & Statistics']","['Bioinformatics', 'Algorithms', 'Linear Algebra']","['Probability & Statistics', 'Database Management', 'Compiler Design', 'Cloud Computing', 'Neural Networks', 'Operating Systems']",Auditory,Solo,"['Night', 'Night']"
181,April Robertson,26,Intermediate,"['Reinforcement Learning', 'Probability & Statistics', 'Algorithms', 'Digital Logic', 'Bioinformatics', 'Data Structures']","['Bioinformatics', 'Digital Logic']","['Algorithms', 'Reinforcement Learning', 'Probability & Statistics', 'Data Structures']",Problem-Solving,Solo,"['Night', 'Evening', 'Afternoon']"
182,Daniel Hayes,22,Intermediate,"['Algorithms', 'Cybersecurity', 'Compiler Design', 'Machine Learning', 'Database Management', 'Deep Learning', 'Internet of Things']","['Algorithms', 'Compiler Design']","['Database Management', 'Deep Learning', 'Machine Learning', 'Internet of Things', 'Cybersecurity']",Visual,Solo,['Morning']
183,Darin Lopez,30,Advanced,"['Machine Learning', 'Linear Algebra', 'Computer Networks', 'Mathematics for CS', 'Programming Languages', 'Theory of Computation', 'Reinforcement Learning', 'Operating Systems', 'Internet of Things', 'Blockchains', 'Data Structures', 'Cybersecurity']","['Theory of Computation', 'Data Structures', 'Mathematics for CS', 'Reinforcement Learning', 'Computer Networks', 'Machine Learning', 'Operating Systems']","['Linear Algebra', 'Blockchains', 'Programming Languages', 'Internet of Things', 'Cybersecurity']",Visual,Solo,"['Night', 'Night']"
